avg_temp_c,temp_variance,humidity_change,shock_g,light_events,route_deviation_km,theft_zone_risk,weather_risk,carrier_score,device_uptime,transit_time_hr,declared_value_usd,cargo_type,packaging_type,claim
18.54,3.09,7.94,0.33,0,7.91,3.28,5.53,0.516,0.988,100.0,35487.28,general_merchandise,standard,0
17.75,6.35,9.68,0.91,0,2.65,1.66,6.95,0.834,0.966,49.5,16500.93,electronics_high_value,standard,0
7.99,3.63,0.79,1.15,0,1.56,0.69,1.81,0.632,0.972,106.0,51269.19,pharma_cold_chain,refrigerated,0
13.57,1.86,1.46,2.3,1,4.05,0.83,2.39,0.952,0.968,62.1,24250.35,fresh_produce,refrigerated,1
14.96,2.07,16.62,1.49,0,1.0,0.29,3.83,0.732,0.948,110.9,35611.0,chemicals,refrigerated,0
7.44,1.92,9.1,0.47,1,4.22,1.04,4.99,0.752,0.989,76.8,35067.61,pharma_cold_chain,insulated,0
14.82,3.67,16.87,0.08,0,2.86,6.05,0.74,0.794,0.977,63.6,103970.36,fresh_produce,palletized,1
14.0,3.65,7.56,1.48,1,0.05,5.1,6.99,0.534,0.976,56.6,27306.39,chemicals,refrigerated,0
17.33,3.42,8.21,0.7,0,1.62,1.38,5.9,0.666,0.938,80.6,34330.33,fresh_produce,refrigerated,0
13.64,5.94,13.71,2.0,3,1.46,7.0,3.67,0.751,0.973,78.4,37465.32,general_merchandise,palletized,0
12.75,7.63,12.06,1.51,0,3.03,1.13,2.17,0.525,0.99,56.1,31848.81,electronics_high_value,standard,1
13.88,3.14,4.7,2.32,0,1.55,4.28,2.57,0.733,0.974,71.4,38488.38,electronics_high_value,standard,0
16.43,3.37,1.93,0.71,0,4.65,1.75,5.5,0.756,0.93,46.0,134438.18,fresh_produce,refrigerated,0
16.05,6.4,3.16,2.82,2,5.22,2.94,3.08,0.866,1.0,59.1,88629.59,fresh_produce,palletized,1
5.42,3.18,10.62,2.76,0,8.19,3.13,1.64,0.718,0.955,64.3,42019.39,pharma_cold_chain,insulated,0
17.11,5.46,7.01,1.97,1,2.09,3.42,5.0,0.753,0.948,93.1,55456.27,electronics_high_value,standard,0
10.22,0.7,12.21,0.96,2,4.69,0.73,4.8,0.873,0.956,91.4,48133.53,general_merchandise,insulated,0
19.13,3.55,3.39,1.93,0,5.5,2.09,4.93,0.693,0.958,57.8,103546.87,general_merchandise,insulated,0
12.78,2.19,2.22,2.11,0,0.45,3.8,4.2,0.611,0.96,91.3,41522.39,general_merchandise,insulated,0
17.58,1.22,0.22,2.74,0,1.92,2.43,4.3,0.869,0.992,100.1,88713.58,general_merchandise,insulated,0
11.65,3.84,10.49,0.14,1,1.19,4.07,3.32,0.85,0.971,89.3,18170.94,pharma_cold_chain,insulated,0
16.4,5.36,12.57,2.31,1,7.89,5.79,2.49,0.592,0.922,113.0,111785.76,general_merchandise,palletized,0
16.36,5.98,4.41,2.04,0,5.17,1.24,5.11,0.526,0.966,92.9,62762.89,electronics_high_value,palletized,0
14.94,5.34,7.71,2.22,0,0.44,4.17,4.1,0.687,0.978,79.9,88909.22,fresh_produce,palletized,1
14.49,6.58,10.21,2.82,0,0.52,1.75,3.81,0.931,0.96,98.0,46422.89,electronics_high_value,standard,1
13.2,3.42,9.53,1.7,1,1.75,4.24,2.25,0.887,0.968,61.5,38368.82,electronics_high_value,standard,0
20.14,4.11,6.36,1.22,0,6.83,3.29,2.22,0.693,0.98,60.5,42867.75,chemicals,refrigerated,0
18.25,6.61,10.51,1.07,2,4.34,0.72,5.44,0.711,0.958,8.1,31156.72,general_merchandise,standard,0
11.22,1.45,15.49,1.4,0,4.52,2.82,5.97,0.967,0.918,77.9,112272.64,pharma_cold_chain,refrigerated,1
11.63,6.83,3.28,2.54,0,0.83,2.25,6.03,0.914,0.983,97.0,47097.49,general_merchandise,palletized,1
6.07,2.45,6.39,0.25,1,0.11,1.16,2.1,0.643,0.941,86.8,39711.04,pharma_cold_chain,refrigerated,0
20.67,7.75,10.23,2.23,1,7.54,2.18,2.09,0.758,0.968,74.1,74260.71,electronics_high_value,standard,0
12.32,4.2,5.7,1.08,2,0.92,6.19,4.69,0.7,0.947,64.2,62296.61,electronics_high_value,palletized,0
18.18,3.18,13.18,1.98,1,0.01,4.74,3.26,0.559,0.958,94.2,29271.61,fresh_produce,refrigerated,0
10.91,1.15,12.17,1.72,0,1.38,4.87,7.42,0.564,0.94,82.0,41487.3,general_merchandise,insulated,0
14.49,2.69,3.38,0.95,1,3.64,2.4,3.88,0.871,0.939,69.1,39305.73,chemicals,refrigerated,0
21.8,0.51,7.56,0.84,1,0.18,3.1,1.66,0.672,0.966,77.1,21006.13,fresh_produce,refrigerated,1
10.93,5.15,3.75,0.91,0,4.43,1.77,4.36,0.816,0.96,92.7,38091.0,pharma_cold_chain,refrigerated,0
15.9,1.37,5.68,2.24,3,3.16,5.53,4.11,0.633,0.903,61.8,76041.41,fresh_produce,refrigerated,1
15.69,2.47,2.56,2.09,0,6.71,1.57,4.6,0.576,0.977,63.4,136785.44,general_merchandise,refrigerated,0
8.67,5.28,17.01,0.54,2,4.93,0.83,4.83,0.627,1.0,99.2,64547.9,general_merchandise,standard,1
14.14,6.94,11.62,1.44,1,0.73,0.11,5.15,0.859,0.954,36.2,32990.98,general_merchandise,standard,1
20.62,7.36,2.99,0.82,1,1.74,1.13,4.12,0.609,0.989,45.2,50607.64,electronics_high_value,standard,1
14.55,5.2,8.74,2.03,2,0.4,5.17,4.03,0.509,0.981,75.6,72215.92,electronics_high_value,standard,0
12.75,2.69,2.25,1.79,0,1.31,0.24,5.67,0.671,0.966,77.9,29985.28,general_merchandise,refrigerated,0
1.58,1.56,5.91,0.57,1,0.27,0.78,7.88,0.676,0.934,87.3,64082.19,pharma_cold_chain,refrigerated,0
5.85,0.44,3.76,0.89,0,3.13,1.18,1.17,0.97,0.966,98.5,110412.56,pharma_cold_chain,insulated,1
20.0,4.02,8.75,0.99,2,3.37,3.68,7.74,0.63,0.98,91.3,39841.51,electronics_high_value,standard,1
18.75,5.54,0.24,1.14,0,1.91,2.5,2.5,0.919,0.975,63.1,24051.14,general_merchandise,palletized,0
19.85,6.23,8.49,1.18,0,0.38,1.81,3.4,0.928,0.938,63.5,33208.58,electronics_high_value,standard,1
10.4,2.86,6.47,1.03,1,0.65,0.86,4.39,0.702,0.98,107.8,33612.93,pharma_cold_chain,insulated,1
5.94,2.43,2.56,0.71,0,5.24,4.56,5.77,0.817,0.96,69.2,62467.31,pharma_cold_chain,refrigerated,0
6.35,3.04,0.51,2.16,4,3.76,1.76,4.31,0.69,0.95,40.4,50708.96,pharma_cold_chain,refrigerated,1
8.24,0.03,15.16,2.73,0,6.08,0.83,6.38,0.611,0.953,87.3,34152.13,general_merchandise,insulated,0
14.78,3.3,7.78,3.23,0,2.49,4.07,1.98,0.667,0.988,97.9,39464.31,electronics_high_value,palletized,1
2.08,2.28,15.63,1.93,0,1.46,3.12,3.06,0.731,0.922,60.0,70656.92,pharma_cold_chain,insulated,1
6.89,2.24,1.41,0.99,0,2.61,2.23,7.8,0.853,0.941,76.7,60637.11,pharma_cold_chain,insulated,1
15.92,7.25,1.55,1.73,1,5.23,5.45,4.72,0.776,0.945,30.6,20104.68,general_merchandise,standard,0
16.76,3.42,16.24,2.66,0,6.02,4.26,3.76,0.808,0.961,68.5,38060.36,fresh_produce,refrigerated,0
9.2,1.61,10.32,0.25,0,2.23,1.17,0.57,0.806,0.932,49.2,66102.37,pharma_cold_chain,insulated,1
15.54,1.27,11.19,2.51,1,1.26,1.8,1.78,0.976,0.937,45.7,22259.47,fresh_produce,refrigerated,1
17.99,4.28,1.31,1.1,0,0.26,1.63,0.94,0.805,0.923,57.8,39603.86,electronics_high_value,standard,1
10.53,5.13,0.72,1.22,1,2.19,6.53,3.08,0.706,0.961,115.6,75913.89,general_merchandise,palletized,0
20.17,2.8,1.67,1.51,3,0.33,2.25,5.59,0.925,0.992,107.3,76506.55,fresh_produce,refrigerated,0
16.3,5.76,5.74,1.67,0,0.83,1.91,1.38,0.845,0.984,102.2,54707.67,electronics_high_value,standard,1
14.81,3.75,1.24,0.72,0,3.57,2.34,6.89,0.856,0.958,85.4,34970.17,fresh_produce,refrigerated,0
16.48,7.53,1.87,1.45,1,6.41,1.56,5.2,0.841,0.934,83.9,31665.45,electronics_high_value,standard,1
12.11,3.02,3.9,1.23,0,0.35,4.54,3.2,0.619,0.976,62.8,35871.39,general_merchandise,refrigerated,0
20.14,4.28,6.27,2.36,1,0.83,2.92,6.59,0.886,0.979,117.6,78388.27,general_merchandise,insulated,0
14.46,6.09,15.72,1.4,1,1.46,3.66,1.92,0.614,0.98,50.5,18751.76,electronics_high_value,palletized,1
11.61,4.6,15.4,1.16,1,5.03,4.0,1.07,0.641,1.0,50.2,78740.97,electronics_high_value,palletized,0
15.22,0.25,10.73,0.15,1,1.97,3.44,5.72,0.879,0.987,8.0,12351.53,fresh_produce,refrigerated,0
12.19,2.18,8.64,1.83,1,5.12,0.57,0.99,0.757,0.935,35.5,54347.44,fresh_produce,refrigerated,0
11.46,4.13,8.62,0.13,1,0.93,5.96,5.58,0.527,0.968,92.7,36299.17,electronics_high_value,standard,0
19.21,5.28,5.27,1.05,0,0.93,0.88,3.78,0.831,0.959,39.5,50182.2,electronics_high_value,standard,0
15.55,1.5,7.88,1.36,0,0.1,0.05,3.97,0.984,0.965,51.2,26888.95,fresh_produce,refrigerated,0
17.37,3.72,9.07,1.72,0,1.0,2.98,5.11,0.687,0.905,80.1,40484.09,electronics_high_value,palletized,0
16.77,4.76,2.69,1.31,2,4.09,1.73,2.59,0.815,0.968,69.8,71082.99,electronics_high_value,standard,0
5.2,3.05,4.04,3.3,0,0.03,1.69,1.67,0.768,0.951,61.7,38121.89,pharma_cold_chain,insulated,0
15.19,1.74,7.35,1.75,1,4.29,1.99,1.29,0.725,0.933,92.2,69894.27,fresh_produce,refrigerated,0
15.28,4.58,2.04,1.95,0,3.77,3.96,1.02,0.675,0.961,51.0,52652.29,general_merchandise,palletized,0
13.45,2.23,12.91,1.94,0,5.93,1.22,1.95,0.606,0.971,124.3,7063.67,pharma_cold_chain,refrigerated,0
18.53,4.83,15.13,1.62,1,2.8,1.83,5.97,0.583,0.926,45.3,39532.23,electronics_high_value,palletized,1
20.41,4.28,3.44,0.67,1,4.85,1.36,4.28,0.488,0.985,71.4,36648.27,electronics_high_value,standard,0
12.05,1.87,6.25,2.36,0,0.35,2.34,2.5,0.641,0.989,73.0,29305.13,pharma_cold_chain,insulated,0
17.04,5.44,0.05,1.77,1,0.58,1.97,4.74,0.875,0.967,75.4,40888.73,electronics_high_value,standard,1
15.5,7.73,15.87,0.04,1,2.82,5.64,4.71,0.93,1.0,60.4,66700.85,fresh_produce,palletized,1
19.11,2.7,3.78,0.02,1,1.95,3.12,2.66,0.619,1.0,53.6,22174.51,fresh_produce,refrigerated,0
13.52,1.57,12.21,0.24,0,3.72,1.02,2.57,0.681,0.934,99.4,48156.77,pharma_cold_chain,insulated,0
18.46,5.77,1.37,1.69,3,0.22,4.83,2.0,0.739,0.979,50.8,32635.08,electronics_high_value,standard,0
21.49,5.27,6.95,2.1,0,0.88,4.34,4.32,0.763,0.962,51.8,38279.31,chemicals,palletized,1
17.68,5.58,7.57,1.44,0,0.84,2.88,5.31,1.0,0.969,116.7,138929.07,electronics_high_value,palletized,1
21.69,4.78,1.24,0.09,0,1.87,5.96,3.74,0.594,0.952,94.8,61797.62,electronics_high_value,palletized,0
21.46,2.51,9.81,0.76,0,5.12,3.55,1.3,0.788,0.949,66.3,49766.76,general_merchandise,insulated,0
18.46,3.73,3.73,0.8,0,5.32,2.82,2.52,0.671,0.976,78.1,15413.86,general_merchandise,refrigerated,0
20.54,2.51,7.86,2.39,0,1.67,3.81,5.01,1.0,0.984,19.5,29842.83,general_merchandise,refrigerated,1
8.63,1.0,3.5,2.32,1,2.53,1.37,1.28,0.746,1.0,74.0,58938.47,pharma_cold_chain,insulated,1
7.18,3.56,9.56,0.63,0,0.6,4.19,2.7,0.922,0.99,66.4,22899.48,general_merchandise,standard,0
9.92,6.84,3.97,0.63,0,0.38,3.01,6.53,0.771,0.94,46.6,92800.37,electronics_high_value,standard,0
19.83,1.16,4.66,0.26,2,1.2,2.71,3.61,0.626,0.932,65.3,75889.74,fresh_produce,refrigerated,1
17.57,2.82,17.37,2.62,0,3.67,4.63,3.35,0.7,0.964,54.8,41806.48,electronics_high_value,standard,1
14.55,7.26,10.68,1.91,1,0.57,5.75,2.28,0.608,0.934,85.2,62089.57,general_merchandise,standard,0
19.54,1.99,1.19,2.05,0,2.37,4.31,5.95,0.898,0.981,126.5,22528.43,fresh_produce,refrigerated,1
19.98,1.41,5.59,2.83,1,6.58,3.67,4.26,0.591,0.965,16.1,42780.13,chemicals,insulated,0
7.83,5.56,11.65,1.27,1,0.79,2.97,4.15,0.649,0.959,75.0,32191.07,electronics_high_value,standard,0
6.41,0.96,7.08,0.65,1,3.3,4.94,0.62,0.793,0.985,122.4,17667.19,pharma_cold_chain,refrigerated,0
14.22,1.28,4.37,1.91,0,6.25,5.26,2.82,0.847,0.947,67.0,26860.52,chemicals,refrigerated,0
21.12,3.29,8.72,2.79,1,3.94,1.49,2.5,0.829,0.962,72.8,62662.16,general_merchandise,standard,0
6.82,5.06,3.36,0.12,1,3.02,2.16,4.77,0.763,0.94,89.0,58426.56,pharma_cold_chain,insulated,0
17.75,4.29,4.68,2.01,1,0.05,5.45,7.02,0.775,1.0,81.0,7174.23,fresh_produce,palletized,1
11.22,5.19,7.32,2.56,0,6.52,2.78,8.15,0.919,0.991,47.2,149002.93,electronics_high_value,palletized,0
6.35,0.88,4.58,1.38,1,2.76,3.39,6.11,0.991,0.992,78.9,46685.99,pharma_cold_chain,refrigerated,0
11.43,4.03,7.7,0.05,0,3.32,3.15,1.51,0.819,0.962,130.4,28197.78,electronics_high_value,palletized,0
12.08,4.63,9.64,1.66,0,0.61,2.88,0.88,0.772,0.943,48.6,58784.97,fresh_produce,palletized,1
18.24,5.81,11.67,2.38,1,7.45,6.18,2.23,0.774,0.966,74.8,83705.81,fresh_produce,palletized,1
11.89,0.68,7.12,2.11,1,0.45,1.53,2.79,0.854,0.975,57.9,41348.77,chemicals,refrigerated,0
9.13,2.72,2.45,2.75,1,3.28,5.67,5.34,0.834,0.991,76.0,36731.3,pharma_cold_chain,insulated,1
15.7,3.81,11.23,0.55,3,5.56,0.8,6.22,0.746,1.0,75.1,25547.11,fresh_produce,refrigerated,1
6.54,1.56,13.22,1.29,1,6.33,2.56,5.42,0.642,0.975,68.5,18593.76,pharma_cold_chain,refrigerated,1
6.77,2.52,5.88,2.64,0,2.83,2.22,1.12,0.748,0.985,54.3,20968.42,pharma_cold_chain,insulated,0
16.06,1.97,10.84,1.8,0,1.0,3.66,4.58,0.931,0.98,61.1,62769.1,general_merchandise,standard,1
8.92,0.18,6.27,3.01,1,2.73,1.39,4.42,0.737,0.999,66.0,33699.62,pharma_cold_chain,insulated,0
18.25,1.74,9.2,1.94,1,4.33,0.48,0.64,0.728,1.0,65.5,71689.77,general_merchandise,insulated,0
14.98,1.1,11.78,1.99,1,2.3,0.86,6.53,0.97,0.975,83.4,25307.32,general_merchandise,insulated,0
14.06,4.86,13.13,0.23,1,4.91,2.6,5.62,0.662,1.0,102.7,50975.6,general_merchandise,standard,0
14.8,2.72,8.11,2.69,1,1.81,4.3,2.31,0.695,0.932,103.3,59125.06,fresh_produce,refrigerated,1
19.55,3.04,9.03,0.66,1,4.64,2.24,3.36,0.827,0.99,68.0,59675.14,electronics_high_value,standard,1
11.71,1.34,8.91,2.53,0,1.26,0.73,1.79,0.772,0.926,60.8,53933.88,pharma_cold_chain,insulated,1
17.0,1.77,8.76,0.87,0,0.67,3.14,4.3,0.561,0.975,27.2,39938.99,general_merchandise,insulated,0
12.44,2.48,4.7,0.96,0,2.13,3.89,4.62,0.828,0.97,62.7,40051.06,electronics_high_value,palletized,0
16.98,5.42,4.09,1.23,1,2.96,4.0,7.63,0.715,0.937,52.0,26730.89,general_merchandise,palletized,1
16.5,1.02,13.47,1.42,1,2.28,3.11,3.27,0.704,0.962,39.6,16994.7,fresh_produce,refrigerated,0
16.47,2.52,9.88,1.75,1,0.25,4.79,2.05,0.737,0.967,80.4,42196.57,general_merchandise,refrigerated,1
23.55,2.5,0.07,1.11,0,3.18,0.95,4.13,0.702,0.944,70.9,44958.12,general_merchandise,insulated,0
17.81,4.9,5.37,1.63,0,1.21,7.45,5.84,0.925,0.919,102.7,48610.06,electronics_high_value,palletized,1
20.08,2.51,4.98,1.1,1,2.28,1.23,1.95,0.737,0.962,42.9,26214.44,general_merchandise,insulated,0
10.79,0.47,8.31,2.0,3,8.07,1.22,1.9,0.677,0.959,26.1,16828.38,pharma_cold_chain,insulated,1
16.43,3.36,0.75,1.3,1,4.68,4.48,7.37,0.777,0.956,114.7,25291.08,fresh_produce,palletized,0
19.95,4.38,6.8,0.85,1,4.36,3.46,3.99,0.76,0.948,80.0,14736.46,fresh_produce,refrigerated,1
16.64,4.45,4.58,1.56,0,5.62,2.73,1.53,0.652,0.967,70.5,110648.61,pharma_cold_chain,refrigerated,1
11.47,1.86,12.35,2.82,0,1.86,0.65,7.67,0.63,0.95,67.8,66391.13,pharma_cold_chain,refrigerated,1
17.97,5.0,9.32,1.99,1,2.67,3.13,3.66,0.552,0.95,113.1,75194.97,electronics_high_value,palletized,0
6.5,0.29,8.7,2.57,2,1.7,0.58,5.24,0.685,0.98,79.1,34867.04,pharma_cold_chain,refrigerated,0
16.2,1.41,8.14,2.74,3,3.21,5.58,0.87,0.63,1.0,93.0,24491.3,chemicals,refrigerated,1
8.7,2.96,6.34,0.4,2,3.66,1.2,0.98,0.606,0.945,111.4,60395.78,pharma_cold_chain,refrigerated,1
16.55,6.17,3.32,1.14,0,9.09,3.24,7.21,0.655,0.985,71.1,26719.25,general_merchandise,standard,0
14.09,3.98,6.03,1.38,0,2.46,3.29,1.82,0.793,0.992,78.8,25196.6,electronics_high_value,palletized,0
16.43,4.31,5.96,0.86,0,0.3,3.46,6.8,0.764,0.954,83.3,52930.88,fresh_produce,palletized,0
10.82,2.69,9.72,1.55,0,6.44,3.66,7.76,0.776,0.976,76.4,15927.12,pharma_cold_chain,insulated,1
-1.21,0.73,11.64,2.01,3,4.43,2.65,2.46,0.933,0.993,52.9,73570.88,pharma_cold_chain,refrigerated,0
16.29,2.35,2.44,1.82,1,3.78,2.79,5.31,0.761,0.971,90.5,15489.0,electronics_high_value,standard,1
16.19,2.4,7.87,3.4,0,4.77,2.46,1.04,0.928,0.987,74.8,52045.75,fresh_produce,refrigerated,1
20.94,1.89,2.95,1.17,0,5.44,5.18,6.63,0.673,0.961,84.6,32020.33,general_merchandise,refrigerated,0
17.2,6.16,9.41,0.73,0,1.33,2.56,6.59,0.689,0.945,87.0,16728.91,electronics_high_value,standard,0
14.69,4.47,7.27,1.28,1,0.68,2.26,5.59,0.526,0.92,99.7,50219.24,chemicals,palletized,0
16.12,3.23,8.68,0.82,0,1.82,0.89,2.02,0.975,0.948,8.0,33992.58,general_merchandise,insulated,1
16.02,5.29,7.91,0.23,0,0.26,2.42,1.31,0.774,0.971,62.3,18537.87,electronics_high_value,palletized,0
4.75,4.27,7.28,1.83,0,4.63,0.77,7.03,0.714,0.975,47.4,25767.83,electronics_high_value,palletized,1
16.58,3.13,15.11,1.84,0,1.09,0.89,3.82,0.679,0.96,93.9,17779.77,electronics_high_value,palletized,1
14.27,8.8,4.84,1.04,1,2.4,4.73,4.31,0.942,0.953,86.3,75106.04,chemicals,standard,1
23.48,6.47,8.41,2.78,1,7.97,1.37,5.14,0.718,0.974,75.8,101797.46,electronics_high_value,palletized,0
13.86,5.55,7.9,1.32,1,1.09,3.56,1.6,0.924,0.909,68.4,24221.9,fresh_produce,refrigerated,1
10.25,1.82,6.99,1.43,1,2.98,3.03,5.35,0.813,0.969,97.7,155272.74,pharma_cold_chain,refrigerated,0
16.1,3.84,6.56,1.06,1,2.24,2.9,3.25,0.971,0.931,97.9,59273.21,electronics_high_value,palletized,1
18.75,1.36,13.59,1.89,1,5.09,4.15,6.46,0.542,0.962,53.6,24820.71,fresh_produce,refrigerated,0
19.96,7.52,5.84,2.29,1,0.54,2.99,3.09,0.7,0.978,85.8,25532.56,electronics_high_value,palletized,1
6.52,4.13,4.88,0.6,1,3.74,2.25,3.15,0.846,0.979,98.5,13501.55,pharma_cold_chain,refrigerated,0
8.2,1.49,1.87,1.34,2,1.76,3.24,3.1,0.685,0.95,82.2,61556.52,pharma_cold_chain,refrigerated,0
13.83,1.7,9.94,2.33,0,0.38,4.62,5.31,0.637,0.954,111.6,41521.3,general_merchandise,refrigerated,1
14.87,6.89,10.33,1.07,0,0.42,0.83,3.83,0.719,0.957,71.7,36613.46,electronics_high_value,standard,1
18.88,5.23,0.08,0.2,2,7.26,2.39,1.26,0.844,0.943,90.1,46241.48,general_merchandise,palletized,1
11.51,6.07,9.51,1.5,1,0.55,6.67,2.59,0.781,0.934,147.9,30525.32,electronics_high_value,palletized,1
8.72,1.24,14.78,1.25,0,1.4,1.77,1.05,0.839,0.987,49.3,56281.49,pharma_cold_chain,insulated,0
13.92,1.08,7.22,0.95,0,8.29,3.78,8.62,0.69,1.0,103.2,61552.76,general_merchandise,insulated,0
8.78,2.8,4.81,3.74,1,0.44,4.28,4.25,0.71,1.0,78.3,31738.95,pharma_cold_chain,refrigerated,1
17.01,6.9,4.97,3.08,1,5.18,3.56,1.6,0.783,1.0,42.8,38439.1,general_merchandise,standard,1
16.16,3.48,0.5,2.41,0,3.64,3.3,1.33,0.761,0.992,50.7,10674.98,electronics_high_value,standard,0
16.01,4.98,9.43,2.0,2,2.79,3.68,8.99,0.59,0.929,95.2,171062.97,general_merchandise,palletized,0
7.81,3.39,7.12,0.34,1,5.64,0.41,3.03,0.807,0.969,42.2,97194.91,pharma_cold_chain,refrigerated,0
13.08,4.42,8.7,3.62,0,3.79,0.55,7.91,0.875,1.0,69.5,22859.62,general_merchandise,palletized,0
18.47,4.79,10.31,1.96,0,3.03,3.44,4.94,0.838,0.965,83.2,66313.1,electronics_high_value,standard,0
16.3,6.39,7.11,1.56,2,1.72,4.04,4.82,0.795,1.0,39.6,19311.29,fresh_produce,palletized,1
21.31,4.37,8.78,1.89,0,3.68,0.86,4.87,0.645,0.953,97.3,10992.3,general_merchandise,insulated,0
18.18,3.27,4.78,0.59,0,0.69,0.2,1.81,0.936,0.97,77.2,27378.31,electronics_high_value,standard,0
14.39,4.79,2.98,1.42,0,1.68,4.98,1.17,0.601,0.927,28.6,10504.77,general_merchandise,palletized,0
7.43,0.32,10.76,2.11,0,1.02,2.98,3.32,1.0,0.936,97.6,119181.18,pharma_cold_chain,refrigerated,0
10.68,3.94,3.25,0.46,1,1.78,4.66,4.2,0.871,0.984,26.2,31457.67,electronics_high_value,palletized,1
15.19,4.68,13.53,2.07,1,1.93,2.82,2.62,0.872,0.957,70.9,86269.9,electronics_high_value,standard,0
7.15,4.0,11.07,2.09,4,6.63,3.7,4.73,0.828,0.982,88.0,30266.41,pharma_cold_chain,insulated,0
14.3,5.95,6.12,1.37,1,7.06,0.7,1.77,0.729,0.999,42.7,55991.52,fresh_produce,palletized,1
14.61,1.23,16.32,1.8,1,4.1,0.5,4.2,0.635,0.935,102.0,78950.95,chemicals,insulated,0
13.99,2.05,12.49,1.27,0,3.02,4.66,1.64,0.669,0.961,52.2,53743.42,fresh_produce,refrigerated,1
17.67,3.51,10.32,0.45,1,6.25,2.69,5.49,0.787,0.936,41.6,143135.12,fresh_produce,refrigerated,1
9.67,1.16,10.24,1.57,2,3.65,6.34,4.22,0.877,0.951,91.4,65078.96,pharma_cold_chain,insulated,1
15.39,4.59,1.96,1.37,1,3.14,6.87,6.77,0.808,0.957,69.0,85705.48,electronics_high_value,standard,0
22.0,5.8,6.06,0.82,0,1.58,3.06,4.91,0.849,0.948,148.3,32532.9,general_merchandise,palletized,1
10.44,1.04,8.78,0.53,0,7.66,0.22,4.29,0.602,0.96,67.2,34729.96,pharma_cold_chain,insulated,1
14.11,2.75,0.02,0.8,0,3.07,4.53,5.77,0.809,0.919,34.8,51440.83,electronics_high_value,palletized,0
14.99,2.42,15.69,2.6,2,0.21,3.74,8.89,0.734,0.965,14.7,152498.46,fresh_produce,refrigerated,0
15.51,6.74,8.41,0.97,2,4.98,5.15,3.71,0.875,0.965,72.3,38867.29,electronics_high_value,palletized,0
6.28,3.02,3.17,1.37,0,5.4,0.62,4.64,0.727,0.971,75.9,66301.66,pharma_cold_chain,insulated,0
13.32,5.87,8.85,3.49,0,6.67,1.62,8.98,0.575,0.973,73.8,76798.13,electronics_high_value,palletized,0
9.3,0.38,9.68,0.34,0,2.39,1.32,1.08,0.671,0.947,62.1,57485.54,pharma_cold_chain,insulated,1
14.91,7.03,10.65,1.59,0,7.31,2.32,4.46,0.75,0.994,76.1,33485.24,general_merchandise,standard,0
12.0,2.5,3.71,1.46,1,2.54,5.52,6.27,0.944,0.983,46.5,43758.41,pharma_cold_chain,refrigerated,1
5.35,1.24,8.86,0.94,0,0.63,2.27,4.22,0.686,0.969,50.5,62857.38,pharma_cold_chain,insulated,0
19.5,3.78,16.16,2.13,1,0.04,5.28,0.39,0.634,0.94,64.0,63967.14,electronics_high_value,standard,1
20.98,4.75,4.11,1.77,0,7.75,5.15,3.56,0.824,0.929,71.6,14789.99,electronics_high_value,standard,0
7.78,3.17,11.79,1.27,0,7.2,6.62,4.25,0.989,0.966,37.3,21672.27,pharma_cold_chain,refrigerated,1
17.59,8.56,11.26,1.89,1,6.86,2.62,3.7,0.76,0.982,74.8,13202.21,electronics_high_value,standard,0
18.36,6.78,0.86,1.7,1,4.44,2.41,4.09,0.777,0.959,70.1,104503.73,general_merchandise,standard,0
18.07,3.45,17.32,0.73,0,1.24,5.99,8.23,0.785,0.94,84.5,26941.23,general_merchandise,insulated,0
19.17,6.5,0.56,1.05,0,1.64,1.92,4.23,0.697,0.958,53.5,78036.39,general_merchandise,standard,0
18.4,3.87,8.2,3.49,0,0.82,2.25,3.53,0.656,0.952,74.8,116644.69,general_merchandise,insulated,1
21.04,7.75,10.54,1.76,1,6.83,3.36,2.78,0.682,0.911,108.9,35541.33,electronics_high_value,palletized,1
16.11,3.82,7.2,0.43,0,5.95,3.98,4.34,0.52,0.923,29.2,20138.72,general_merchandise,refrigerated,0
13.94,1.42,8.97,0.09,1,4.02,1.77,2.92,0.739,0.997,67.5,56494.92,fresh_produce,refrigerated,0
13.33,3.28,10.82,1.73,0,4.23,1.92,5.9,0.804,0.993,71.3,86177.81,pharma_cold_chain,insulated,0
18.23,4.27,3.52,1.81,1,3.33,3.3,2.94,0.739,1.0,145.2,21759.32,electronics_high_value,standard,0
17.1,7.08,8.43,3.6,0,3.88,0.73,6.78,0.727,0.956,121.2,32320.01,general_merchandise,palletized,0
17.58,4.27,17.25,2.91,0,3.71,1.16,3.43,0.721,0.961,61.1,32377.86,general_merchandise,standard,1
17.97,6.16,10.87,1.89,0,1.72,1.73,4.27,0.742,0.992,64.6,41158.23,general_merchandise,palletized,0
17.4,3.59,11.03,0.03,2,1.33,1.25,2.44,0.83,0.991,75.1,46949.75,electronics_high_value,standard,1
17.28,2.5,17.64,1.56,1,2.65,2.96,2.58,0.794,0.974,59.1,59964.05,fresh_produce,palletized,0
17.98,1.41,9.94,3.63,0,0.16,2.74,2.8,0.669,0.951,125.2,32739.0,fresh_produce,refrigerated,0
15.12,0.42,0.41,3.67,2,0.94,4.44,6.17,0.766,0.991,62.7,42028.06,general_merchandise,insulated,0
11.78,4.92,2.36,0.25,1,3.08,1.19,7.3,0.763,0.956,95.9,43798.39,general_merchandise,refrigerated,0
